Hunderassen in Wien | Breed of Dogs in Vienna;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;Postal_CODE;Dog Breed;Anzahl;Ref_Date
AT1;AT13;AT113;91400;.;1140;Alaskan Malamute / Mischling;2;20133112
AT1;AT13;AT113;91400;.;1140;Alpenländische Dachsbracke;1;20133112
AT1;AT13;AT113;91400;.;1140;American Akita;1;20133112
AT1;AT13;AT113;91400;.;1140;American Bulldog;2;20133112
AT1;AT13;AT113;91400;.;1140;American Bulldog / Mischling;1;20133112
AT1;AT13;AT113;91400;.;1140;American Foxhound;1;20133112
AT1;AT13;AT113;91400;.;1140;American Toy Terrier;1;20133112
AT1;AT13;AT113;91400;.;1140;Amerikanischer Cockerspaniel;5;20133112
AT1;AT13;AT113;91400;.;1140;Amerikanischer Cockerspaniel / Mischling;3;20133112
AT1;AT13;AT113;91400;.;1140;Amerikanischer Pit-Bullterrier;13;20133112
AT1;AT13;AT113;91400;.;1140;Amerikanischer Pit-Bullterrier / Mischling;12;20133112
AT1;AT13;AT113;91400;.;1140;Amerikanischer Staffordshire-Terrier;47;20133112
AT1;AT13;AT113;91400;.;1140;Amerikanischer Staffordshire-Terrier / Amerikanischer Pit-Bu;2;20133112
AT1;AT13;AT113;91400;.;1140;Amerikanischer Staffordshire-Terrier / Golden Retriever;1;20133112
AT1;AT13;AT113;91400;.;1140;Amerikanischer Staffordshire-Terrier / Mischling;20;20133112
AT1;AT13;AT113;91400;.;1140;Anatolischer Hirtenhund;2;20133112
AT1;AT13;AT113;91400;.;1140;Anatolischer Hirtenhund / Mischling;1;20133112
AT1;AT13;AT113;91400;.;1140;Appenzeller Sennenhund / Mischling;1;20133112
AT1;AT13;AT113;91400;.;1140;Aussiedoodle;1;20133112
AT1;AT13;AT113;91400;.;1140;Australian Cattle Dog;1;20133112
AT1;AT13;AT113;91400;.;1140;Australian Cattle Dog / Mischling;1;20133112
AT1;AT13;AT113;91400;.;1140;Australian Kelpie;1;20133112
AT1;AT13;AT113;91400;.;1140;Australian Shepherd Dog;21;20133112
AT1;AT13;AT113;91400;.;1140;Australian Shepherd Dog / Mischling;3;20133112
AT1;AT13;AT113;91400;.;1140;Australian Silky Terrier;1;20133112
AT1;AT13;AT113;91400;.;1140;Azawakh / Mischling;1;20133112
AT1;AT13;AT113;91400;.;1140;Basset Hound;1;20133112
AT1;AT13;AT113;91400;.;1140;Basset Hound / Mischling;1;20133112
AT1;AT13;AT113;91400;.;1140;Bayerischer Gebirgsschweisshund;2;20133112
AT1;AT13;AT113;91400;.;1140;Beagle;23;20133112
AT1;AT13;AT113;91400;.;1140;Beagle / Mischling;7;20133112
AT1;AT13;AT113;91400;.;1140;Bearded Collie;3;20133112
AT1;AT13;AT113;91400;.;1140;Beauceron;2;20133112
AT1;AT13;AT113;91400;.;1140;Belgischer Schäferhund;4;20133112
AT1;AT13;AT113;91400;.;1140;Belgischer Schäferhund / Labrador Retriever;1;20133112
AT1;AT13;AT113;91400;.;1140;Belgischer Schäferhund / Mischling;4;20133112
AT1;AT13;AT113;91400;.;1140;Belgischer Schäferhund / Spitz;1;20133112
AT1;AT13;AT113;91400;.;1140;Berger Picard;1;20133112
AT1;AT13;AT113;91400;.;1140;Berger de Pyrénées;2;20133112
AT1;AT13;AT113;91400;.;1140;Berner Sennenhund;15;20133112
AT1;AT13;AT113;91400;.;1140;Berner Sennenhund / Mischling;5;20133112
AT1;AT13;AT113;91400;.;1140;Bernhardiner;4;20133112
AT1;AT13;AT113;91400;.;1140;Bernhardiner / Mischling;1;20133112
AT1;AT13;AT113;91400;.;1140;Bichon Frisé;8;20133112
AT1;AT13;AT113;91400;.;1140;Bichon Frisé / Havaneser;1;20133112
AT1;AT13;AT113;91400;.;1140;Bologneser;2;20133112
AT1;AT13;AT113;91400;.;1140;Bolonka Zwetna;7;20133112
AT1;AT13;AT113;91400;.;1140;Bordeauxdogge;1;20133112
AT1;AT13;AT113;91400;.;1140;Bordeauxdogge / Mischling;2;20133112
AT1;AT13;AT113;91400;.;1140;Border-Collie;28;20133112
AT1;AT13;AT113;91400;.;1140;Border-Collie / Mischling;17;20133112
AT1;AT13;AT113;91400;.;1140;Border-Terrier;1;20133112
AT1;AT13;AT113;91400;.;1140;Boxer;10;20133112
AT1;AT13;AT113;91400;.;1140;Boxer / Amerikanischer Staffordshire-Terrier;1;20133112
AT1;AT13;AT113;91400;.;1140;Boxer / Magyar Vizsla;1;20133112
AT1;AT13;AT113;91400;.;1140;Boxer / Mischling;3;20133112
AT1;AT13;AT113;91400;.;1140;Boxer / Staffordshire-Bullterrier;1;20133112
AT1;AT13;AT113;91400;.;1140;Bracke;3;20133112
AT1;AT13;AT113;91400;.;1140;Bracke / Mischling;7;20133112
AT1;AT13;AT113;91400;.;1140;Briard;1;20133112
AT1;AT13;AT113;91400;.;1140;Bulldog;3;20133112
AT1;AT13;AT113;91400;.;1140;Bulldog / Mischling;1;20133112
AT1;AT13;AT113;91400;.;1140;Bullterrier;8;20133112
AT1;AT13;AT113;91400;.;1140;Bullterrier / Mischling;1;20133112
AT1;AT13;AT113;91400;.;1140;Cairn-Terrier;4;20133112
AT1;AT13;AT113;91400;.;1140;Cane Corso;4;20133112
AT1;AT13;AT113;91400;.;1140;Cavalier King Charles Spaniel;13;20133112
AT1;AT13;AT113;91400;.;1140;Chesapeake Bay Retriever;1;20133112
AT1;AT13;AT113;91400;.;1140;Chihuahua kurzhaariger Schlag;80;20133112
AT1;AT13;AT113;91400;.;1140;Chihuahua kurzhaariger Schlag / Malteser;1;20133112
AT1;AT13;AT113;91400;.;1140;Chihuahua kurzhaariger Schlag / Mischling;7;20133112
AT1;AT13;AT113;91400;.;1140;Chihuahua kurzhaariger Schlag / Zwergpinscher;1;20133112
AT1;AT13;AT113;91400;.;1140;Chihuahua langhaariger Schlag;11;20133112
AT1;AT13;AT113;91400;.;1140;Chihuahua langhaariger Schlag / Pekinese;1;20133112
AT1;AT13;AT113;91400;.;1140;Chinesischer Schopfhund Hairless-Schlag;1;20133112
AT1;AT13;AT113;91400;.;1140;Chinesischer Schopfhund Powderpuff-Schlag;3;20133112
AT1;AT13;AT113;91400;.;1140;Chow-Chow;4;20133112
AT1;AT13;AT113;91400;.;1140;Chow-Chow / Mischling;2;20133112
AT1;AT13;AT113;91400;.;1140;Cocker Spaniel;7;20133112
AT1;AT13;AT113;91400;.;1140;Cocker Spaniel / Mischling;2;20133112
AT1;AT13;AT113;91400;.;1140;Collie;3;20133112
AT1;AT13;AT113;91400;.;1140;Collie / Golden Retriever;1;20133112
AT1;AT13;AT113;91400;.;1140;Collie / Labrador Retriever;1;20133112
AT1;AT13;AT113;91400;.;1140;Collie / Mischling;6;20133112
AT1;AT13;AT113;91400;.;1140;Dackel;19;20133112
AT1;AT13;AT113;91400;.;1140;Dackel / Jack-Russell-Terrier;1;20133112
AT1;AT13;AT113;91400;.;1140;Dackel / Mischling;37;20133112
AT1;AT13;AT113;91400;.;1140;Dackel / Shih Tzu;2;20133112
AT1;AT13;AT113;91400;.;1140;Dackel / Yorkshire Terrier;1;20133112
AT1;AT13;AT113;91400;.;1140;Dackel / Zwergspitz;1;20133112
AT1;AT13;AT113;91400;.;1140;Dalmatiner;3;20133112
AT1;AT13;AT113;91400;.;1140;Dalmatiner / Mischling;1;20133112
AT1;AT13;AT113;91400;.;1140;Dandie-Dinmont Terrier;2;20133112
AT1;AT13;AT113;91400;.;1140;Deutsch Drahthaar;3;20133112
AT1;AT13;AT113;91400;.;1140;Deutsch Drahthaar / Mischling;1;20133112
AT1;AT13;AT113;91400;.;1140;Deutsch Kurzhaar;3;20133112
AT1;AT13;AT113;91400;.;1140;Deutsch Kurzhaar / Mischling;2;20133112
AT1;AT13;AT113;91400;.;1140;Deutsch Langhaar;1;20133112
AT1;AT13;AT113;91400;.;1140;Deutsche Dogge;13;20133112
AT1;AT13;AT113;91400;.;1140;Deutsche Dogge / Mischling;1;20133112
AT1;AT13;AT113;91400;.;1140;Deutscher Jagdterrier / Mischling;4;20133112
AT1;AT13;AT113;91400;.;1140;Deutscher Pinscher;4;20133112
AT1;AT13;AT113;91400;.;1140;Deutscher Schäferhund;53;20133112
AT1;AT13;AT113;91400;.;1140;Deutscher Schäferhund / Border-Collie;1;20133112
AT1;AT13;AT113;91400;.;1140;Deutscher Schäferhund / Mischling;51;20133112
AT1;AT13;AT113;91400;.;1140;Dobermann;12;20133112
AT1;AT13;AT113;91400;.;1140;Dobermann / Mischling;2;20133112
AT1;AT13;AT113;91400;.;1140;Dogo Argentino;7;20133112
AT1;AT13;AT113;91400;.;1140;Dogo Argentino / Mischling;2;20133112
AT1;AT13;AT113;91400;.;1140;Dogo Canario;1;20133112
AT1;AT13;AT113;91400;.;1140;Drahthaar-Foxterrier;11;20133112
AT1;AT13;AT113;91400;.;1140;Drahthaar-Foxterrier / Mischling;2;20133112
AT1;AT13;AT113;91400;.;1140;Elo;2;20133112
AT1;AT13;AT113;91400;.;1140;Englischer Cockerspaniel;28;20133112
AT1;AT13;AT113;91400;.;1140;Englischer Cockerspaniel / Mischling;4;20133112
AT1;AT13;AT113;91400;.;1140;English Setter;2;20133112
AT1;AT13;AT113;91400;.;1140;English Springer Spaniel;1;20133112
AT1;AT13;AT113;91400;.;1140;English Toy Terrier;1;20133112
AT1;AT13;AT113;91400;.;1140;Entlebucher Sennenhund;5;20133112
AT1;AT13;AT113;91400;.;1140;Epagneul Breton / Mischling;1;20133112
AT1;AT13;AT113;91400;.;1140;Eurasier;4;20133112
AT1;AT13;AT113;91400;.;1140;Eurasier / Mischling;1;20133112
AT1;AT13;AT113;91400;.;1140;Flat Coated Retriever;13;20133112
AT1;AT13;AT113;91400;.;1140;Flat Coated Retriever / Mischling;1;20133112
AT1;AT13;AT113;91400;.;1140;Französische Bulldogge;16;20133112
AT1;AT13;AT113;91400;.;1140;Französische Bulldogge / Mischling;2;20133112
AT1;AT13;AT113;91400;.;1140;Glatthaar-Foxterrier;1;20133112
AT1;AT13;AT113;91400;.;1140;Golden Retriever;106;20133112
AT1;AT13;AT113;91400;.;1140;Golden Retriever / Cocker Spaniel;1;20133112
AT1;AT13;AT113;91400;.;1140;Golden Retriever / Mischling;18;20133112
AT1;AT13;AT113;91400;.;1140;Golden Retriever / Spitz;1;20133112
AT1;AT13;AT113;91400;.;1140;Gordon Setter;3;20133112
AT1;AT13;AT113;91400;.;1140;Gordon Setter / Mischling;2;20133112
AT1;AT13;AT113;91400;.;1140;Grand Basset Griffon Vendeen / Mischling;1;20133112
AT1;AT13;AT113;91400;.;1140;Greyhound;1;20133112
AT1;AT13;AT113;91400;.;1140;Groenendael;3;20133112
AT1;AT13;AT113;91400;.;1140;Grosser Münsterländer;1;20133112
AT1;AT13;AT113;91400;.;1140;Grosser Münsterländer / Mischling;1;20133112
AT1;AT13;AT113;91400;.;1140;Grosspudel;2;20133112
AT1;AT13;AT113;91400;.;1140;Harzer Fuchs;1;20133112
AT1;AT13;AT113;91400;.;1140;Havaneser;12;20133112
AT1;AT13;AT113;91400;.;1140;Havaneser / Mischling;32;20133112
AT1;AT13;AT113;91400;.;1140;Havaneser / Yorkshire Terrier;1;20133112
AT1;AT13;AT113;91400;.;1140;Hollandse Herdershond;2;20133112
AT1;AT13;AT113;91400;.;1140;Hovawart;15;20133112
AT1;AT13;AT113;91400;.;1140;Illyrischer Schäferhund;2;20133112
AT1;AT13;AT113;91400;.;1140;Inka Nackthund;1;20133112
AT1;AT13;AT113;91400;.;1140;Irish Setter;3;20133112
AT1;AT13;AT113;91400;.;1140;Irish Setter / Mischling;1;20133112
AT1;AT13;AT113;91400;.;1140;Irish Wolfhound;2;20133112
AT1;AT13;AT113;91400;.;1140;Isländer Spitz / Mischling;1;20133112
AT1;AT13;AT113;91400;.;1140;Jack-Russell-Terrier;12;20133112
AT1;AT13;AT113;91400;.;1140;Jack-Russell-Terrier / Dackel;1;20133112
AT1;AT13;AT113;91400;.;1140;Jack-Russell-Terrier / Malteser;1;20133112
AT1;AT13;AT113;91400;.;1140;Jack-Russell-Terrier / Mischling;30;20133112
AT1;AT13;AT113;91400;.;1140;Jagdterrier;1;20133112
AT1;AT13;AT113;91400;.;1140;Japan-Chin;1;20133112
AT1;AT13;AT113;91400;.;1140;Japanischer Spitz;1;20133112
AT1;AT13;AT113;91400;.;1140;Kangal / Mischling;2;20133112
AT1;AT13;AT113;91400;.;1140;King Charles Spaniel;2;20133112
AT1;AT13;AT113;91400;.;1140;King Charles Spaniel / Mischling;1;20133112
AT1;AT13;AT113;91400;.;1140;Klein- oder Mittelpudel;2;20133112
AT1;AT13;AT113;91400;.;1140;Kleiner Münsterländer;11;20133112
AT1;AT13;AT113;91400;.;1140;Kleiner Münsterländer / Border-Collie;1;20133112
AT1;AT13;AT113;91400;.;1140;Kleiner Münsterländer / Mischling;3;20133112
AT1;AT13;AT113;91400;.;1140;Kooikerhond;2;20133112
AT1;AT13;AT113;91400;.;1140;Kroatischer Schäferhund;1;20133112
AT1;AT13;AT113;91400;.;1140;Kurzhaariger Collie;1;20133112
AT1;AT13;AT113;91400;.;1140;Kuvasz / Mischling;1;20133112
AT1;AT13;AT113;91400;.;1140;Labradoodle;2;20133112
AT1;AT13;AT113;91400;.;1140;Labrador Retriever;39;20133112
AT1;AT13;AT113;91400;.;1140;Labrador Retriever / Belgischer Schäferhund;1;20133112
AT1;AT13;AT113;91400;.;1140;Labrador Retriever / Bullterrier;1;20133112
AT1;AT13;AT113;91400;.;1140;Labrador Retriever / Dalmatiner;1;20133112
AT1;AT13;AT113;91400;.;1140;Labrador Retriever / Deutscher Schäferhund;1;20133112
AT1;AT13;AT113;91400;.;1140;Labrador Retriever / Grosser Münsterländer;1;20133112
AT1;AT13;AT113;91400;.;1140;Labrador Retriever / Mischling;135;20133112
AT1;AT13;AT113;91400;.;1140;Lagotto Romagnolo;3;20133112
AT1;AT13;AT113;91400;.;1140;Landseer;1;20133112
AT1;AT13;AT113;91400;.;1140;Landseer / Mischling;1;20133112
AT1;AT13;AT113;91400;.;1140;Langhaardackel;6;20133112
AT1;AT13;AT113;91400;.;1140;Leonberger;1;20133112
AT1;AT13;AT113;91400;.;1140;Lhasa Apso;6;20133112
AT1;AT13;AT113;91400;.;1140;Lhasa Apso / Mischling;2;20133112
AT1;AT13;AT113;91400;.;1140;Löwchen;1;20133112
AT1;AT13;AT113;91400;.;1140;Magyar Vizsla;10;20133112
AT1;AT13;AT113;91400;.;1140;Magyar Vizsla / Deutsch Kurzhaar;1;20133112
AT1;AT13;AT113;91400;.;1140;Malinois;6;20133112
AT1;AT13;AT113;91400;.;1140;Malteser;60;20133112
AT1;AT13;AT113;91400;.;1140;Malteser / Mischling;10;20133112
AT1;AT13;AT113;91400;.;1140;Malteser / Pudel;1;20133112
AT1;AT13;AT113;91400;.;1140;Malteser / Yorkshire Terrier;1;20133112
AT1;AT13;AT113;91400;.;1140;Malteser / Zwergpinscher;1;20133112
AT1;AT13;AT113;91400;.;1140;Mops;34;20133112
AT1;AT13;AT113;91400;.;1140;Mops / Beagle;2;20133112
AT1;AT13;AT113;91400;.;1140;Mops / Chihuahua kurzhaariger Schlag;1;20133112
AT1;AT13;AT113;91400;.;1140;Mops / Mischling;1;20133112
AT1;AT13;AT113;91400;.;1140;Mudi;2;20133112
AT1;AT13;AT113;91400;.;1140;Mudi / Mischling;1;20133112
AT1;AT13;AT113;91400;.;1140;Neufundländer / Mischling;2;20133112
AT1;AT13;AT113;91400;.;1140;Norfolk-Terrier;2;20133112
AT1;AT13;AT113;91400;.;1140;Nova Scotia Duck Tolling Retriever;1;20133112
AT1;AT13;AT113;91400;.;1140;Papillon;6;20133112
AT1;AT13;AT113;91400;.;1140;Parson-Russell-Terrier;10;20133112
AT1;AT13;AT113;91400;.;1140;Pekinese;21;20133112
AT1;AT13;AT113;91400;.;1140;Pekinese / Malteser;1;20133112
AT1;AT13;AT113;91400;.;1140;Pekinese / Mischling;8;20133112
AT1;AT13;AT113;91400;.;1140;Petit Basset Griffon Vendeen;1;20133112
AT1;AT13;AT113;91400;.;1140;Pharaonenhund;1;20133112
AT1;AT13;AT113;91400;.;1140;Podenco Canario;2;20133112
AT1;AT13;AT113;91400;.;1140;Podenco Canario / Mischling;3;20133112
AT1;AT13;AT113;91400;.;1140;Podenco Ibicenco;2;20133112
AT1;AT13;AT113;91400;.;1140;Pointer;2;20133112
AT1;AT13;AT113;91400;.;1140;Pointer / Mischling;1;20133112
AT1;AT13;AT113;91400;.;1140;Polnischer Niederungshütehund;2;20133112
AT1;AT13;AT113;91400;.;1140;Prager Rattler;5;20133112
AT1;AT13;AT113;91400;.;1140;Pudel;26;20133112
AT1;AT13;AT113;91400;.;1140;Pudel / Mischling;14;20133112
AT1;AT13;AT113;91400;.;1140;Pudel / Tibet-Terrier;1;20133112
AT1;AT13;AT113;91400;.;1140;Puli;3;20133112
AT1;AT13;AT113;91400;.;1140;Puli / Mischling;2;20133112
AT1;AT13;AT113;91400;.;1140;Pumi;1;20133112
AT1;AT13;AT113;91400;.;1140;Pumi / Mischling;1;20133112
AT1;AT13;AT113;91400;.;1140;Rafeiro do Alentejo;1;20133112
AT1;AT13;AT113;91400;.;1140;Rauhhaardackel (Zwergdackel);22;20133112
AT1;AT13;AT113;91400;.;1140;Rauhhaardackel (Zwergdackel) / Mischling;1;20133112
AT1;AT13;AT113;91400;.;1140;Rhodesian Ridgeback;10;20133112
AT1;AT13;AT113;91400;.;1140;Riesenschnauzer;3;20133112
AT1;AT13;AT113;91400;.;1140;Riesenschnauzer / Mischling;1;20133112
AT1;AT13;AT113;91400;.;1140;Rottweiler;20;20133112
AT1;AT13;AT113;91400;.;1140;Rottweiler / Mischling;5;20133112
AT1;AT13;AT113;91400;.;1140;Russkiy Toy;2;20133112
AT1;AT13;AT113;91400;.;1140;Samojede;2;20133112
AT1;AT13;AT113;91400;.;1140;Schapendoes;1;20133112
AT1;AT13;AT113;91400;.;1140;Schnauzer;3;20133112
AT1;AT13;AT113;91400;.;1140;Schnauzer / Deutscher Schäferhund;1;20133112
AT1;AT13;AT113;91400;.;1140;Schnauzer / Mischling;15;20133112
AT1;AT13;AT113;91400;.;1140;Scottish Terrier;2;20133112
AT1;AT13;AT113;91400;.;1140;Shar Pei;4;20133112
AT1;AT13;AT113;91400;.;1140;Shar Pei / Mischling;1;20133112
AT1;AT13;AT113;91400;.;1140;Sheltie;10;20133112
AT1;AT13;AT113;91400;.;1140;Shiba Inu;5;20133112
AT1;AT13;AT113;91400;.;1140;Shih Tzu;22;20133112
AT1;AT13;AT113;91400;.;1140;Shih Tzu / Malteser;1;20133112
AT1;AT13;AT113;91400;.;1140;Shih Tzu / Mischling;6;20133112
AT1;AT13;AT113;91400;.;1140;Shih Tzu / Papillon;1;20133112
AT1;AT13;AT113;91400;.;1140;Shih Tzu / Pudel;1;20133112
AT1;AT13;AT113;91400;.;1140;Siberian Husky;13;20133112
AT1;AT13;AT113;91400;.;1140;Siberian Husky / Belgischer Schäferhund;1;20133112
AT1;AT13;AT113;91400;.;1140;Siberian Husky / Deutscher Schäferhund;1;20133112
AT1;AT13;AT113;91400;.;1140;Siberian Husky / Mischling;6;20133112
AT1;AT13;AT113;91400;.;1140;Spanischer Windhund;1;20133112
AT1;AT13;AT113;91400;.;1140;Spanischer Windhund / Mischling;3;20133112
AT1;AT13;AT113;91400;.;1140;Spitz;1;20133112
AT1;AT13;AT113;91400;.;1140;Spitz / Mischling;7;20133112
AT1;AT13;AT113;91400;.;1140;Spitz / Sheltie;1;20133112
AT1;AT13;AT113;91400;.;1140;Staffordshire-Bullterrier;11;20133112
AT1;AT13;AT113;91400;.;1140;Staffordshire-Bullterrier / Mischling;9;20133112
AT1;AT13;AT113;91400;.;1140;Tervueren;1;20133112
AT1;AT13;AT113;91400;.;1140;Tibet-Spaniel;2;20133112
AT1;AT13;AT113;91400;.;1140;Tibet-Terrier;5;20133112
AT1;AT13;AT113;91400;.;1140;Toy-Pudel;1;20133112
AT1;AT13;AT113;91400;.;1140;Tschechischer Wolfshund;1;20133112
AT1;AT13;AT113;91400;.;1140;Unbekannt;884;20133112
AT1;AT13;AT113;91400;.;1140;Ungarischer Windhund;1;20133112
AT1;AT13;AT113;91400;.;1140;Volpino;1;20133112
AT1;AT13;AT113;91400;.;1140;Weimaraner;7;20133112
AT1;AT13;AT113;91400;.;1140;Weißer Schweizer Schäferhund;2;20133112
AT1;AT13;AT113;91400;.;1140;Welsh Corgi Cardigan;2;20133112
AT1;AT13;AT113;91400;.;1140;Welsh Corgi Pembroke / Mischling;1;20133112
AT1;AT13;AT113;91400;.;1140;Welsh Springer Spaniel;2;20133112
AT1;AT13;AT113;91400;.;1140;Welsh Terrier;1;20133112
AT1;AT13;AT113;91400;.;1140;West Highland White Terrier;28;20133112
AT1;AT13;AT113;91400;.;1140;West Highland White Terrier / Mischling;4;20133112
AT1;AT13;AT113;91400;.;1140;West Highland White Terrier / Yorkshire Terrier;1;20133112
AT1;AT13;AT113;91400;.;1140;Whippet;8;20133112
AT1;AT13;AT113;91400;.;1140;Windhund;1;20133112
AT1;AT13;AT113;91400;.;1140;Windhund / Mischling;2;20133112
AT1;AT13;AT113;91400;.;1140;Yorkshire Terrier;59;20133112
AT1;AT13;AT113;91400;.;1140;Yorkshire Terrier / Mischling;15;20133112
AT1;AT13;AT113;91400;.;1140;Zwergpinscher;33;20133112
AT1;AT13;AT113;91400;.;1140;Zwergpinscher / Chihuahua kurzhaariger Schlag;1;20133112
AT1;AT13;AT113;91400;.;1140;Zwergpinscher / Mischling;10;20133112
AT1;AT13;AT113;91400;.;1140;Zwergpudel;7;20133112
AT1;AT13;AT113;91400;.;1140;Zwergpudel / Mischling;1;20133112
AT1;AT13;AT113;91400;.;1140;Zwergschnauzer;10;20133112
AT1;AT13;AT113;91400;.;1140;Zwergschäferhund;2;20133112
AT1;AT13;AT113;91400;.;1140;Zwergschäferhund / Mischling;2;20133112
AT1;AT13;AT113;91400;.;1140;Zwergspitz;11;20133112
AT1;AT13;AT113;91400;.;1140;Zwergspitz / Mischling;12;20133112
AT1;AT13;AT113;91400;.;1140;Österreichischer Pinscher;1;20133112
AT1;AT13;AT113;91400;.;1140;Österreichischer Pinscher / Spitz;1;20133112
AT1;AT13;AT113;91500;.;1150;Akita Inu;5;20133112
AT1;AT13;AT113;91500;.;1150;Alaskan Malamute;2;20133112
AT1;AT13;AT113;91500;.;1150;American Bulldog;2;20133112
AT1;AT13;AT113;91500;.;1150;American Shepherd;1;20133112
AT1;AT13;AT113;91500;.;1150;Amerikanischer Cockerspaniel / Mischling;1;20133112
AT1;AT13;AT113;91500;.;1150;Amerikanischer Pit-Bullterrier;11;20133112
AT1;AT13;AT113;91500;.;1150;Amerikanischer Pit-Bullterrier / Mischling;5;20133112
AT1;AT13;AT113;91500;.;1150;Amerikanischer Staffordshire-Terrier;25;20133112
AT1;AT13;AT113;91500;.;1150;Amerikanischer Staffordshire-Terrier / Amerikanischer Pit-Bu;1;20133112
AT1;AT13;AT113;91500;.;1150;Amerikanischer Staffordshire-Terrier / Mischling;9;20133112
AT1;AT13;AT113;91500;.;1150;Australian Cattle Dog;1;20133112
AT1;AT13;AT113;91500;.;1150;Australian Shepherd Dog;3;20133112
AT1;AT13;AT113;91500;.;1150;Australian Shepherd Dog / Mischling;1;20133112
AT1;AT13;AT113;91500;.;1150;Basset Hound;1;20133112
AT1;AT13;AT113;91500;.;1150;Beagle;13;20133112
AT1;AT13;AT113;91500;.;1150;Beagle / Mischling;1;20133112
AT1;AT13;AT113;91500;.;1150;Bearded Collie;2;20133112
AT1;AT13;AT113;91500;.;1150;Belgischer Schäferhund / Mischling;1;20133112
AT1;AT13;AT113;91500;.;1150;Berger de Pyrénées;1;20133112
AT1;AT13;AT113;91500;.;1150;Berner Sennenhund;4;20133112
AT1;AT13;AT113;91500;.;1150;Berner Sennenhund / Mischling;4;20133112
AT1;AT13;AT113;91500;.;1150;Bichon Frisé;1;20133112
AT1;AT13;AT113;91500;.;1150;Bichon Frisé / Havaneser;1;20133112
AT1;AT13;AT113;91500;.;1150;Biewer Terrier;1;20133112
AT1;AT13;AT113;91500;.;1150;Boerboel;1;20133112
AT1;AT13;AT113;91500;.;1150;Bologneser;1;20133112
AT1;AT13;AT113;91500;.;1150;Bordeauxdogge / Boxer;1;20133112
AT1;AT13;AT113;91500;.;1150;Border-Collie;6;20133112
AT1;AT13;AT113;91500;.;1150;Border-Collie / Mischling;7;20133112
AT1;AT13;AT113;91500;.;1150;Boston Terrier;1;20133112
AT1;AT13;AT113;91500;.;1150;Boxer;1;20133112
AT1;AT13;AT113;91500;.;1150;Boxer / Mischling;2;20133112
AT1;AT13;AT113;91500;.;1150;Bracke;1;20133112
AT1;AT13;AT113;91500;.;1150;Bracke / Mischling;3;20133112
AT1;AT13;AT113;91500;.;1150;Bulldog;1;20133112
AT1;AT13;AT113;91500;.;1150;Bullmastiff;2;20133112
AT1;AT13;AT113;91500;.;1150;Bullmastiff / Mischling;1;20133112
AT1;AT13;AT113;91500;.;1150;Bullterrier;1;20133112
AT1;AT13;AT113;91500;.;1150;Cairn-Terrier;1;20133112
AT1;AT13;AT113;91500;.;1150;Cane Corso;1;20133112
AT1;AT13;AT113;91500;.;1150;Cavalier King Charles Spaniel;2;20133112
AT1;AT13;AT113;91500;.;1150;Chien d´Artois;1;20133112
AT1;AT13;AT113;91500;.;1150;Chihuahua kurzhaariger Schlag;60;20133112
AT1;AT13;AT113;91500;.;1150;Chihuahua kurzhaariger Schlag / Deutscher Pinscher;1;20133112
AT1;AT13;AT113;91500;.;1150;Chihuahua kurzhaariger Schlag / Mischling;10;20133112
AT1;AT13;AT113;91500;.;1150;Chihuahua langhaariger Schlag;6;20133112
AT1;AT13;AT113;91500;.;1150;Chinesischer Schopfhund Hairless-Schlag;1;20133112
AT1;AT13;AT113;91500;.;1150;Chinesischer Schopfhund Powderpuff-Schlag;1;20133112
AT1;AT13;AT113;91500;.;1150;Cocker Spaniel;4;20133112
AT1;AT13;AT113;91500;.;1150;Cocker Spaniel / Dackel;1;20133112
AT1;AT13;AT113;91500;.;1150;Cocker Spaniel / Mischling;2;20133112
AT1;AT13;AT113;91500;.;1150;Collie;2;20133112
AT1;AT13;AT113;91500;.;1150;Collie / Mischling;6;20133112
AT1;AT13;AT113;91500;.;1150;Dackel;9;20133112
AT1;AT13;AT113;91500;.;1150;Dackel / Beagle;1;20133112
AT1;AT13;AT113;91500;.;1150;Dackel / Jack-Russell-Terrier;1;20133112
AT1;AT13;AT113;91500;.;1150;Dackel / Mischling;30;20133112
AT1;AT13;AT113;91500;.;1150;Dackel / Zwergpinscher;1;20133112
AT1;AT13;AT113;91500;.;1150;Dalmatiner;3;20133112
AT1;AT13;AT113;91500;.;1150;Deutsch Drahthaar;2;20133112
AT1;AT13;AT113;91500;.;1150;Deutsche Dogge;3;20133112
AT1;AT13;AT113;91500;.;1150;Deutscher Jagdterrier;1;20133112
AT1;AT13;AT113;91500;.;1150;Deutscher Pinscher;2;20133112
AT1;AT13;AT113;91500;.;1150;Deutscher Pinscher / Mischling;1;20133112
AT1;AT13;AT113;91500;.;1150;Deutscher Schäferhund;20;20133112
AT1;AT13;AT113;91500;.;1150;Deutscher Schäferhund / Basset Hound;1;20133112
AT1;AT13;AT113;91500;.;1150;Deutscher Schäferhund / Golden Retriever;1;20133112
AT1;AT13;AT113;91500;.;1150;Deutscher Schäferhund / Mischling;31;20133112
AT1;AT13;AT113;91500;.;1150;Deutscher Schäferhund Brauner langhaariger Schlag / Mischlin;1;20133112
AT1;AT13;AT113;91500;.;1150;Deutscher Wolfsspitz;1;20133112
